latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-34.622143,-58.40909,19.0,-10800,America/Argentina/Buenos_Aires,-03

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),wind_direction_10m_dominant (°)
2010-11-17,3,21.2,13.5,17.7,20.1,11.7,16.0,0.00,0.00,164
2010-11-18,2,23.9,13.3,19.1,25.5,12.7,19.0,0.00,0.00,66
2010-11-19,1,26.0,17.1,21.7,28.1,16.8,22.0,0.00,0.00,33
2010-11-20,2,25.8,16.9,21.9,28.2,16.4,22.4,0.00,0.00,155
2010-11-21,1,26.4,19.0,22.3,28.3,19.3,23.3,0.00,0.00,101
2010-11-22,53,23.2,18.0,20.3,22.8,17.5,19.5,2.50,2.50,129
2010-11-23,51,22.7,17.5,20.1,24.6,17.6,20.2,0.20,0.20,103
2010-11-24,1,25.6,18.1,22.0,28.2,18.8,22.9,0.00,0.00,58
2010-11-25,1,27.3,18.9,23.1,31.2,19.4,24.1,0.00,0.00,69
2010-11-26,1,29.2,20.9,25.0,30.4,19.4,25.1,0.00,0.00,17
2010-11-27,51,25.4,18.9,22.7,25.6,16.1,22.9,1.40,1.40,187
2010-11-28,2,22.0,14.1,18.0,21.0,10.6,15.5,0.00,0.00,137
2010-11-29,0,23.1,14.0,18.8,24.2,13.1,18.0,0.00,0.00,33
2010-11-30,51,28.7,18.0,22.9,31.2,16.2,22.5,0.20,0.20,360
2010-12-01,1,30.3,20.1,25.1,30.6,19.1,24.2,0.00,0.00,5
2010-12-02,3,27.3,21.7,24.0,29.5,19.5,23.9,0.00,0.00,339
2010-12-03,51,25.0,16.9,21.5,25.5,13.5,19.8,0.30,0.30,116
2010-12-04,51,25.9,18.5,21.7,23.1,15.6,19.2,0.30,0.30,359
2010-12-05,2,25.1,17.3,21.3,23.6,14.1,19.2,0.00,0.00,111
2010-12-06,0,29.6,17.8,23.7,30.3,13.8,21.9,0.00,0.00,18
2010-12-07,3,30.7,21.4,25.6,31.2,19.9,24.7,0.00,0.00,322
2010-12-08,0,25.9,18.8,22.5,23.9,13.9,19.6,0.00,0.00,217
2010-12-09,53,27.0,17.8,21.4,23.1,16.0,19.0,0.80,0.80,354
2010-12-10,55,27.0,18.9,21.7,27.2,16.6,21.2,3.20,3.20,28
2010-12-11,61,26.4,18.1,22.0,29.7,15.3,23.1,3.80,3.80,128
2010-12-12,55,18.6,12.7,15.8,14.3,7.7,10.9,2.80,2.80,179
2010-12-13,1,25.2,11.8,18.9,25.7,7.3,16.6,0.00,0.00,296
2010-12-14,0,28.6,17.2,22.9,28.1,14.9,21.4,0.00,0.00,340
2010-12-15,0,29.5,19.8,24.7,30.3,18.5,24.2,0.00,0.00,357
2010-12-16,0,28.6,20.5,24.6,30.3,17.9,24.2,0.00,0.00,44
2010-12-17,2,30.8,22.4,26.2,32.5,21.2,26.6,0.00,0.00,22
2010-12-18,61,23.2,18.0,19.8,23.6,14.8,18.2,9.60,9.60,126
2010-12-19,3,24.7,17.3,21.0,27.0,15.5,21.1,0.00,0.00,71
2010-12-20,0,29.7,18.6,24.2,33.5,20.1,26.8,0.00,0.00,294
2010-12-21,0,31.6,19.7,26.1,34.4,20.6,28.0,0.00,0.00,347
2010-12-22,0,32.1,22.7,27.5,35.8,24.3,29.4,0.00,0.00,27
2010-12-23,3,31.9,22.7,27.3,33.9,22.0,28.5,0.00,0.00,31
2010-12-24,55,30.7,20.8,26.1,33.9,20.6,28.4,2.70,2.70,216
2010-12-25,0,34.4,20.2,28.1,35.1,21.0,27.9,0.00,0.00,249
2010-12-26,0,30.8,21.0,25.9,33.3,20.2,26.3,0.00,0.00,116
2010-12-27,0,33.0,22.0,27.2,36.3,24.3,29.5,0.00,0.00,96
2010-12-28,1,32.1,24.2,27.8,33.5,24.2,27.9,0.00,0.00,78
2010-12-29,2,29.0,22.4,25.5,29.6,23.4,25.7,0.00,0.00,102
2010-12-30,0,28.5,21.9,25.0,28.7,21.6,24.9,0.00,0.00,96
2010-12-31,1,28.8,21.3,24.9,28.5,20.4,24.0,0.00,0.00,87
2011-01-01,0,27.9,21.9,24.6,28.7,21.5,24.6,0.00,0.00,99
2011-01-02,2,27.4,21.3,24.3,28.5,21.4,24.4,0.00,0.00,97
2011-01-03,3,27.6,22.2,24.6,27.9,21.5,24.2,0.00,0.00,91
2011-01-04,3,26.8,21.4,24.0,27.1,21.2,23.8,0.00,0.00,89
2011-01-05,61,27.5,22.2,24.5,29.8,23.2,26.0,5.80,5.80,359
2011-01-06,1,29.5,20.4,24.7,28.0,19.6,23.3,0.00,0.00,298
2011-01-07,2,30.9,19.8,25.5,33.2,19.5,26.5,0.00,0.00,287
2011-01-08,61,28.1,21.6,25.0,33.5,24.1,28.0,5.60,5.60,53
2011-01-09,51,27.9,20.6,24.3,27.8,18.2,24.0,0.30,0.30,204
2011-01-10,51,27.2,19.7,23.3,28.6,19.5,23.7,1.50,1.50,127
2011-01-11,55,24.4,21.2,22.7,25.6,21.7,23.4,8.40,8.40,79
2011-01-12,51,25.8,20.5,23.0,28.2,22.0,24.7,0.50,0.50,102
2011-01-13,0,28.2,21.0,24.5,31.8,22.1,26.3,0.00,0.00,53
2011-01-14,51,29.0,21.6,24.9,32.8,19.4,25.9,0.40,0.40,106
2011-01-15,3,28.1,21.4,24.8,30.7,19.7,25.3,0.00,0.00,91
2011-01-16,61,32.4,20.2,26.0,33.8,20.1,25.8,4.90,4.90,350
2011-01-17,2,26.9,17.1,22.3,27.5,15.4,21.8,0.00,0.00,167
2011-01-18,0,28.2,19.4,24.1,29.2,19.3,24.3,0.00,0.00,58
2011-01-19,65,28.0,22.7,24.7,31.9,22.2,26.3,24.30,24.30,344
2011-01-20,0,25.2,18.4,22.0,26.8,16.6,21.1,0.00,0.00,130
2011-01-21,0,26.2,18.4,22.2,27.4,16.6,21.3,0.00,0.00,78
2011-01-22,0,28.7,20.8,24.2,32.8,20.8,25.7,0.00,0.00,80
2011-01-23,0,29.5,22.9,25.9,33.7,24.4,28.3,0.00,0.00,96
2011-01-24,0,31.0,24.1,27.1,36.0,25.4,29.7,0.00,0.00,63
2011-01-25,61,32.6,24.7,27.9,38.3,26.9,31.4,5.00,5.00,46
2011-01-26,63,29.0,24.0,26.3,33.0,26.8,29.8,14.00,14.00,288
2011-01-27,2,27.6,21.2,24.6,33.1,22.5,27.3,0.00,0.00,194
2011-01-28,53,30.3,22.8,26.1,36.1,22.6,28.9,0.60,0.60,144
2011-01-29,0,26.6,20.7,23.5,28.0,20.1,22.9,0.00,0.00,107
2011-01-30,51,30.2,21.4,25.5,35.1,20.3,27.2,0.10,0.10,73
2011-01-31,61,28.0,23.1,25.6,30.4,22.0,26.8,16.40,16.40,268
2011-02-01,0,22.7,15.8,19.6,23.2,12.5,17.7,0.00,0.00,151
2011-02-02,0,27.1,17.7,22.1,28.4,15.1,21.4,0.00,0.00,48
2011-02-03,1,30.0,21.2,25.6,33.7,20.0,26.6,0.00,0.00,22
2011-02-04,53,26.0,18.3,22.0,27.9,15.7,21.3,1.20,1.20,147
2011-02-05,0,30.8,19.8,24.4,31.7,18.2,24.8,0.00,0.00,167
2011-02-06,1,23.5,15.5,19.9,23.1,12.2,17.3,0.00,0.00,127
2011-02-07,61,25.7,20.1,21.7,25.5,18.0,20.4,12.40,12.40,109
2011-02-08,63,21.9,19.4,20.6,19.6,17.8,18.7,19.60,19.60,121
2011-02-09,51,22.9,18.0,20.3,22.1,16.2,18.4,0.70,0.70,144
2011-02-10,2,24.3,17.6,20.8,23.8,16.7,19.8,0.00,0.00,128
2011-02-11,2,24.6,18.2,21.2,26.5,18.6,21.8,0.00,0.00,96
2011-02-12,0,25.4,18.6,21.8,27.8,18.9,22.8,0.00,0.00,87
2011-02-13,51,29.1,20.3,24.3,30.4,21.9,25.4,0.30,0.30,227
2011-02-14,0,26.0,17.5,22.0,26.7,15.4,21.2,0.00,0.00,107
2011-02-15,0,27.6,19.4,23.4,28.4,17.7,23.0,0.00,0.00,23
2011-02-16,0,27.8,20.1,23.9,30.0,19.5,24.6,0.00,0.00,47
2011-02-17,51,29.3,23.2,25.7,33.4,23.5,27.7,0.20,0.20,57
2011-02-18,63,27.2,22.2,24.2,30.3,23.8,26.8,12.20,12.20,124
2011-02-19,61,25.3,20.6,22.3,26.8,21.5,23.4,12.50,12.50,150
2011-02-20,55,24.9,21.1,22.6,25.6,21.3,22.7,5.00,5.00,108
2011-02-21,1,25.6,20.7,22.9,27.0,20.9,23.1,0.00,0.00,95
2011-02-22,2,26.0,21.1,23.3,27.6,21.6,24.1,0.00,0.00,87
2011-02-23,63,23.6,20.9,22.2,24.0,20.8,22.3,16.90,16.90,86
2011-02-24,51,24.7,19.6,21.6,23.6,18.5,20.6,0.20,0.20,147
2011-02-25,3,24.8,17.0,21.0,24.5,15.4,20.0,0.00,0.00,178
2011-02-26,1,25.8,16.1,21.3,28.9,16.1,22.5,0.00,0.00,180
2011-02-27,1,27.7,19.8,23.6,29.9,21.0,25.4,0.00,0.00,13
2011-02-28,2,25.8,20.3,22.7,28.8,21.3,24.3,0.00,0.00,106
2011-03-01,0,24.5,18.9,21.9,25.3,18.7,22.0,0.00,0.00,77
2011-03-02,3,26.1,19.5,22.7,26.0,18.2,22.3,0.00,0.00,53
2011-03-03,1,26.5,20.4,23.2,28.2,19.6,23.4,0.00,0.00,61
2011-03-04,2,26.8,20.9,23.6,27.9,22.0,24.3,0.00,0.00,89
2011-03-05,2,26.5,20.8,23.3,27.3,21.3,23.6,0.00,0.00,83
2011-03-06,51,27.1,21.1,24.0,28.3,20.6,24.3,0.40,0.40,63
2011-03-07,1,27.3,22.1,24.4,30.6,21.8,25.5,0.00,0.00,54
2011-03-08,51,29.3,22.5,25.5,34.0,24.3,28.1,0.30,0.30,30
2011-03-09,0,29.2,22.8,25.8,32.8,25.0,28.3,0.00,0.00,51
2011-03-10,0,28.4,22.7,25.2,31.1,25.2,27.2,0.00,0.00,75
2011-03-11,1,29.1,21.6,25.1,32.4,24.1,27.6,0.00,0.00,61
2011-03-12,63,30.5,17.7,24.8,34.1,14.0,26.0,12.90,12.90,336
2011-03-13,3,19.6,12.9,16.6,15.4,7.0,12.0,0.00,0.00,230
2011-03-14,0,19.9,12.1,16.3,19.3,9.9,14.5,0.00,0.00,156
2011-03-15,3,20.6,15.7,18.3,19.6,13.8,16.6,0.00,0.00,81
2011-03-16,51,24.1,18.0,20.7,25.3,17.7,20.9,0.40,0.40,33
2011-03-17,51,24.4,19.3,20.9,24.9,17.5,21.2,0.80,0.80,314
2011-03-18,0,24.7,13.8,19.1,21.1,11.4,16.0,0.00,0.00,215
2011-03-19,0,23.3,14.3,19.0,22.7,13.1,17.6,0.00,0.00,33
2011-03-20,0,25.6,16.5,20.8,25.4,15.3,20.2,0.00,0.00,9
2011-03-21,0,27.2,17.8,22.2,29.0,17.1,23.0,0.00,0.00,28
2011-03-22,53,29.7,20.8,24.7,31.6,22.1,26.8,0.70,0.70,353
2011-03-23,63,22.8,15.5,17.8,27.1,13.1,16.2,47.60,47.60,145
2011-03-24,0,21.3,12.7,16.9,19.9,10.2,14.8,0.00,0.00,132
2011-03-25,55,19.9,16.7,18.1,18.8,14.6,16.6,2.00,2.00,72
2011-03-26,51,22.9,15.7,19.3,20.7,12.9,17.8,0.10,0.10,200
2011-03-27,0,19.2,12.7,16.0,17.2,9.6,13.3,0.00,0.00,135
2011-03-28,0,20.7,12.6,17.1,21.1,12.0,16.5,0.00,0.00,89
2011-03-29,0,22.0,14.8,18.3,21.1,13.6,17.2,0.00,0.00,29
2011-03-30,0,23.1,15.5,19.0,24.2,14.1,18.9,0.00,0.00,27
2011-03-31,0,25.0,16.8,20.6,27.0,16.9,21.6,0.00,0.00,7
2011-04-01,51,25.7,16.1,20.8,28.2,17.0,22.2,0.10,0.10,108
2011-04-02,2,23.0,18.0,20.3,23.8,18.7,20.9,0.00,0.00,103
2011-04-03,63,25.2,18.6,20.8,25.7,18.2,21.3,11.30,11.30,337
2011-04-04,3,20.2,12.6,16.8,19.0,10.6,15.3,0.00,0.00,189
2011-04-05,1,23.7,12.5,17.9,21.3,11.6,16.3,0.00,0.00,261
2011-04-06,0,20.5,14.5,17.7,20.7,13.0,16.5,0.00,0.00,122
2011-04-07,51,23.6,16.5,19.6,23.9,15.8,19.6,0.40,0.40,354
2011-04-08,55,21.2,14.3,18.1,20.6,11.1,16.1,1.40,1.40,170
2011-04-09,2,19.4,12.8,16.3,18.9,11.6,15.0,0.00,0.00,93
2011-04-10,0,22.0,15.1,18.3,21.7,13.8,17.6,0.00,0.00,47
2011-04-11,2,24.3,17.2,20.4,25.6,17.1,21.0,0.00,0.00,26
2011-04-12,2,25.0,18.5,21.4,25.8,19.0,22.2,0.00,0.00,9
2011-04-13,63,26.1,18.5,22.0,24.5,18.3,21.8,3.10,3.10,344
2011-04-14,61,21.4,16.0,18.4,18.7,14.0,16.5,4.30,4.30,210
2011-04-15,55,17.3,13.5,15.3,13.5,9.2,11.8,4.20,4.20,136
2011-04-16,2,18.9,14.4,16.7,17.3,12.9,14.9,0.00,0.00,75
2011-04-17,63,19.1,13.4,16.6,16.0,9.5,13.6,19.40,19.40,288
2011-04-18,0,19.9,10.0,14.8,17.6,6.7,12.0,0.00,0.00,274
2011-04-19,2,20.4,11.2,16.2,18.2,9.7,14.6,0.00,0.00,2
2011-04-20,63,16.6,14.0,15.4,16.2,12.3,14.2,30.30,30.30,55
2011-04-21,3,18.9,12.8,15.9,18.8,12.0,15.5,0.00,0.00,317
2011-04-22,53,21.9,16.7,18.9,23.2,14.6,18.1,3.30,3.30,353
2011-04-23,0,17.2,11.2,14.4,15.0,6.2,10.5,0.00,0.00,228
2011-04-24,0,20.3,10.2,14.8,17.0,6.6,11.7,0.00,0.00,316
2011-04-25,1,19.1,11.2,15.3,19.1,10.0,14.3,0.00,0.00,124
2011-04-26,1,21.5,13.4,17.0,21.3,12.5,16.5,0.00,0.00,22
2011-04-27,1,22.0,15.1,18.1,21.6,13.5,17.1,0.00,0.00,7
2011-04-28,2,21.8,16.1,18.3,22.4,15.1,17.8,0.00,0.00,42
2011-04-29,61,19.9,15.8,18.0,19.1,15.4,17.5,3.20,3.20,98
2011-04-30,63,18.6,14.9,16.9,17.8,14.2,16.4,21.60,21.60,37
2011-05-01,61,15.0,10.3,12.7,14.2,4.6,7.6,6.40,6.40,185
2011-05-02,0,13.5,6.4,10.1,11.0,2.2,6.8,0.00,0.00,196
2011-05-03,0,15.4,6.8,11.0,12.0,4.2,8.2,0.00,0.00,341
2011-05-04,2,17.6,10.7,13.9,13.4,6.3,9.7,0.00,0.00,323
2011-05-05,1,19.3,11.9,15.2,19.2,8.4,13.1,0.00,0.00,284
2011-05-06,0,17.8,8.1,13.1,15.5,6.2,11.0,0.00,0.00,285
2011-05-07,1,19.4,11.4,14.9,17.3,8.1,12.3,0.00,0.00,340
2011-05-08,0,15.1,10.3,13.7,12.4,7.4,10.3,0.00,0.00,178
2011-05-09,0,15.1,8.8,11.9,12.4,5.7,8.9,0.00,0.00,20
2011-05-10,1,18.9,11.8,14.9,18.3,9.5,13.5,0.00,0.00,11
2011-05-11,51,20.7,14.8,17.0,22.8,14.6,17.9,0.60,0.60,128
2011-05-12,1,17.5,12.5,14.8,16.2,11.3,13.8,0.00,0.00,116
2011-05-13,53,18.0,14.0,15.5,16.5,12.9,14.3,1.40,1.40,83
2011-05-14,3,17.0,13.7,15.2,14.8,11.6,13.2,0.00,0.00,98
2011-05-15,3,16.6,11.7,14.3,14.7,10.1,12.5,0.00,0.00,104
2011-05-16,3,15.9,12.5,14.1,14.0,10.7,12.2,0.00,0.00,55
2011-05-17,1,17.2,12.0,14.2,15.1,9.6,12.1,0.00,0.00,43
2011-05-18,1,17.4,12.4,14.5,16.4,10.4,12.9,0.00,0.00,44
2011-05-19,1,18.3,12.4,15.3,16.3,10.2,13.3,0.00,0.00,23
2011-05-20,51,20.1,14.9,17.2,20.7,12.9,16.3,0.20,0.20,5
2011-05-21,3,20.6,15.6,17.7,19.6,14.1,16.5,0.00,0.00,14
2011-05-22,53,17.8,11.1,16.0,18.3,8.3,14.8,3.70,3.70,241
2011-05-23,1,13.5,7.5,10.8,12.1,4.8,8.4,0.00,0.00,165
2011-05-24,63,15.2,8.6,12.5,13.5,6.2,10.0,19.70,19.70,74
2011-05-25,61,15.8,11.4,13.2,13.1,6.8,9.8,9.50,9.50,169
2011-05-26,3,13.1,9.1,11.5,10.9,6.2,9.0,0.00,0.00,185
2011-05-27,51,13.6,10.5,12.1,10.7,8.1,9.4,0.30,0.30,93
2011-05-28,2,14.9,10.6,12.6,11.5,7.3,9.7,0.00,0.00,44
2011-05-29,2,14.4,10.2,12.1,12.2,8.0,9.8,0.00,0.00,56
2011-05-30,3,14.6,9.8,12.0,13.1,7.5,10.1,0.00,0.00,69
2011-05-31,3,15.5,10.4,12.7,13.7,8.9,11.4,0.00,0.00,192
2011-06-01,2,15.0,10.4,12.5,12.6,8.5,10.7,0.00,0.00,355
2011-06-02,51,14.1,9.8,11.9,12.3,7.6,10.0,0.10,0.10,334
2011-06-03,3,12.3,8.8,10.5,9.9,4.4,6.5,0.00,0.00,186
2011-06-04,1,9.7,4.9,7.6,7.3,1.3,4.3,0.00,0.00,160
2011-06-05,2,11.7,6.4,8.9,8.1,2.2,5.0,0.00,0.00,11
2011-06-06,53,10.7,8.6,9.8,9.3,6.3,7.7,1.90,1.90,23
2011-06-07,3,12.3,6.8,9.4,11.2,4.0,7.2,0.00,0.00,204
2011-06-08,2,13.2,7.5,9.9,10.2,3.9,6.7,0.00,0.00,329
2011-06-09,1,16.5,8.0,11.5,11.6,4.7,7.7,0.00,0.00,280
2011-06-10,2,16.4,8.4,12.0,14.0,5.5,9.4,0.00,0.00,320
2011-06-11,1,17.1,10.8,13.4,15.2,7.6,10.8,0.00,0.00,346
2011-06-12,1,18.0,10.9,13.8,16.5,7.3,11.2,0.00,0.00,298
2011-06-13,0,13.3,7.1,10.2,11.2,2.2,6.4,0.00,0.00,208
2011-06-14,3,13.6,7.6,10.6,10.4,3.6,6.9,0.00,0.00,42
2011-06-15,55,16.7,12.0,14.2,17.4,9.0,12.8,9.30,9.30,8
2011-06-16,63,18.0,13.7,15.8,18.7,11.7,15.9,36.50,36.50,2
2011-06-17,53,14.5,10.9,12.7,11.7,7.6,9.9,1.20,1.20,146
2011-06-18,63,15.4,10.9,13.3,13.1,7.2,10.0,7.20,7.20,68
2011-06-19,63,17.6,14.8,16.2,17.3,13.7,15.7,6.00,6.00,254
2011-06-20,3,14.5,10.4,12.7,12.9,7.6,10.1,0.00,0.00,149
2011-06-21,3,13.4,9.3,11.1,10.3,6.1,8.1,0.00,0.00,120
2011-06-22,61,12.6,9.5,11.1,8.8,6.1,7.7,5.80,5.80,110
2011-06-23,63,11.8,9.6,11.1,11.2,4.8,7.8,17.00,17.00,223
2011-06-24,0,14.6,6.6,9.9,12.1,3.4,7.0,0.00,0.00,271
2011-06-25,51,10.0,5.3,7.5,4.7,0.5,2.5,0.20,0.20,191
2011-06-26,1,9.2,3.5,5.6,3.6,-1.9,0.4,0.00,0.00,223
2011-06-27,0,11.6,1.7,6.0,6.6,-2.9,1.4,0.00,0.00,280
2011-06-28,0,11.6,3.4,7.3,8.4,-0.4,3.6,0.00,0.00,306
2011-06-29,1,12.1,5.3,8.5,7.5,0.3,3.8,0.00,0.00,348
2011-06-30,2,10.5,4.5,7.9,5.2,-1.0,2.9,0.00,0.00,263
2011-07-01,1,9.7,1.4,5.1,6.2,-2.9,1.1,0.00,0.00,249
2011-07-02,0,9.8,0.9,5.1,5.5,-2.8,1.2,0.00,0.00,234
2011-07-03,0,8.0,1.0,4.3,1.9,-5.1,-1.5,0.00,0.00,247
2011-07-04,0,10.1,0.5,4.9,5.7,-3.4,0.7,0.00,0.00,293
2011-07-05,0,10.6,2.0,6.0,7.6,-2.0,2.2,0.00,0.00,255
2011-07-06,0,10.1,2.1,5.9,6.9,-1.1,2.8,0.00,0.00,276
2011-07-07,0,13.5,3.3,7.6,10.7,-1.1,4.0,0.00,0.00,305
2011-07-08,1,14.5,5.2,9.3,12.0,1.5,6.3,0.00,0.00,326
2011-07-09,2,15.1,8.3,10.8,13.4,4.4,7.8,0.00,0.00,354
2011-07-10,1,15.5,6.7,11.1,14.3,4.5,9.2,0.00,0.00,62
2011-07-11,1,16.9,9.7,12.9,15.7,7.8,11.0,0.00,0.00,47
2011-07-12,2,17.9,10.7,14.1,18.1,9.3,13.6,0.00,0.00,57
2011-07-13,3,13.0,8.0,10.3,11.8,6.3,8.3,0.00,0.00,111
2011-07-14,51,14.7,9.6,12.2,12.5,6.2,9.3,1.40,1.40,52
2011-07-15,63,16.1,12.5,14.9,17.6,6.2,13.2,22.00,22.00,133
2011-07-16,51,14.4,9.0,11.6,11.3,5.7,8.1,0.10,0.10,152
2011-07-17,51,13.0,6.6,9.6,8.4,3.5,5.5,0.10,0.10,104
2011-07-18,63,13.0,9.3,11.0,9.1,4.6,6.7,16.70,16.70,91
2011-07-19,63,11.6,6.1,8.2,8.8,0.2,3.3,16.20,16.20,284
2011-07-20,3,10.9,6.5,8.6,8.4,3.2,5.7,0.00,0.00,220
2011-07-21,3,11.3,6.3,8.6,8.3,4.1,5.9,0.00,0.00,275
2011-07-22,0,14.0,5.7,9.5,11.1,2.2,6.2,0.00,0.00,336
2011-07-23,0,13.9,7.4,10.2,11.7,3.8,7.2,0.00,0.00,359
2011-07-24,1,15.9,8.1,12.0,14.1,5.4,9.7,0.00,0.00,29
2011-07-25,63,21.1,13.6,16.8,19.0,10.6,13.9,23.10,23.10,351
2011-07-26,1,15.3,9.2,11.9,12.8,4.4,8.2,0.00,0.00,256
2011-07-27,3,13.9,7.5,11.1,11.4,5.1,8.7,0.00,0.00,29
2011-07-28,3,15.7,10.5,12.7,14.3,8.3,11.3,0.00,0.00,143
2011-07-29,3,12.5,7.7,9.8,8.1,2.2,5.6,0.00,0.00,158
2011-07-30,3,7.7,2.0,5.4,3.0,-3.7,0.1,0.00,0.00,154
2011-07-31,3,7.5,3.7,5.8,3.3,-1.4,1.4,0.00,0.00,143
2011-08-01,3,8.6,3.4,6.2,4.6,0.4,2.7,0.00,0.00,144
2011-08-02,3,11.4,3.4,7.5,7.4,-0.4,3.4,0.00,0.00,232
2011-08-03,51,12.2,6.9,9.0,6.2,1.5,3.5,0.30,0.30,233
2011-08-04,3,9.2,3.1,6.2,5.9,-0.8,2.4,0.00,0.00,272
2011-08-05,1,14.7,6.9,9.9,11.5,1.9,5.7,0.00,0.00,349
2011-08-06,2,15.9,5.7,11.0,14.6,3.0,8.7,0.00,0.00,32
2011-08-07,2,13.8,9.8,11.9,10.0,6.9,8.4,0.00,0.00,101
2011-08-08,51,14.1,11.9,12.9,10.2,7.7,8.8,0.10,0.10,108
2011-08-09,51,16.2,12.4,14.2,14.6,9.2,11.5,0.10,0.10,86
2011-08-10,51,16.7,14.0,15.0,16.7,11.0,13.1,0.50,0.50,34
2011-08-11,3,19.7,14.0,16.2,20.0,13.3,15.9,0.00,0.00,14
2011-08-12,63,19.8,13.1,15.9,22.2,8.5,14.9,12.30,12.30,118
2011-08-13,3,14.9,9.3,12.3,11.7,5.6,9.4,0.00,0.00,136
2011-08-14,0,14.5,6.5,11.0,10.8,3.7,7.7,0.00,0.00,56
2011-08-15,51,13.6,8.8,11.4,12.6,4.8,8.6,0.90,0.90,72
2011-08-16,53,13.5,11.8,12.6,12.8,8.2,10.6,3.10,3.10,222
2011-08-17,3,13.8,11.1,12.2,12.6,8.3,10.4,0.00,0.00,128
2011-08-18,3,14.4,10.7,12.3,13.3,7.6,9.8,0.00,0.00,101
2011-08-19,51,11.5,7.2,9.1,7.2,0.4,2.8,0.30,0.30,209
2011-08-20,3,9.8,4.4,7.1,3.9,-2.1,1.3,0.00,0.00,224
2011-08-21,3,8.3,2.2,5.9,5.0,-2.0,2.1,0.00,0.00,176
2011-08-22,3,8.4,4.9,6.8,4.7,2.1,3.6,0.00,0.00,71
2011-08-23,3,11.1,5.3,8.4,7.1,1.6,4.6,0.00,0.00,29
2011-08-24,3,13.7,9.4,11.5,11.7,5.5,8.7,0.00,0.00,37
2011-08-25,3,14.5,9.2,11.6,11.5,5.4,9.0,0.00,0.00,185
2011-08-26,2,11.7,6.6,9.3,7.6,2.3,5.2,0.00,0.00,75
2011-08-27,61,12.8,9.9,11.2,11.2,5.5,8.1,5.30,5.30,85
2011-08-28,2,17.2,9.0,12.3,15.2,5.2,9.5,0.00,0.00,237
2011-08-29,1,14.6,9.0,11.3,13.2,6.5,9.0,0.00,0.00,105
2011-08-30,0,16.3,6.8,11.4,12.1,4.1,7.5,0.00,0.00,249
2011-08-31,2,13.9,5.9,9.7,10.7,1.3,5.9,0.00,0.00,218
2011-09-01,1,12.9,7.0,10.0,9.3,4.0,6.3,0.00,0.00,62
2011-09-02,1,16.2,8.0,12.0,12.5,2.6,7.4,0.00,0.00,43
2011-09-03,0,21.9,12.6,16.4,21.7,9.0,14.2,0.00,0.00,27
2011-09-04,53,15.0,11.3,13.2,14.5,8.2,10.2,3.70,3.70,164
2011-09-05,0,17.4,6.6,12.0,13.4,3.1,8.2,0.00,0.00,254
2011-09-06,0,18.4,6.5,12.5,15.9,2.8,9.6,0.00,0.00,318
2011-09-07,0,18.7,10.4,14.1,16.7,7.4,11.8,0.00,0.00,1
2011-09-08,0,19.7,9.1,13.9,17.8,6.6,11.6,0.00,0.00,346
2011-09-09,2,20.5,11.4,15.7,18.4,7.9,12.6,0.00,0.00,345
2011-09-10,3,19.2,11.0,15.5,14.0,6.2,10.8,0.00,0.00,265
2011-09-11,0,17.0,6.2,12.0,13.0,3.5,8.2,0.00,0.00,316
2011-09-12,0,23.5,12.2,16.8,21.1,7.0,12.9,0.00,0.00,296
2011-09-13,0,16.6,9.3,13.0,13.0,5.2,8.7,0.00,0.00,115
2011-09-14,0,16.7,8.9,12.7,13.0,4.2,8.3,0.00,0.00,69
2011-09-15,1,18.9,10.3,14.7,16.9,6.0,11.5,0.00,0.00,54
2011-09-16,61,20.9,14.7,17.6,21.8,11.6,16.3,10.40,10.40,51
2011-09-17,63,19.1,12.9,16.6,20.1,7.8,14.0,12.30,12.30,183
2011-09-18,1,16.8,8.0,12.5,14.4,3.3,9.1,0.00,0.00,165
2011-09-19,1,17.6,10.0,13.6,17.1,8.4,12.2,0.00,0.00,91
2011-09-20,0,19.1,9.1,14.2,19.1,7.2,13.1,0.00,0.00,329
2011-09-21,1,21.4,11.9,16.3,19.5,9.0,14.1,0.00,0.00,340
2011-09-22,51,15.3,10.9,12.8,12.8,5.0,8.3,0.60,0.60,129
2011-09-23,53,14.2,9.7,11.7,10.3,4.9,7.5,2.70,2.70,131
2011-09-24,2,17.6,10.2,13.7,15.1,7.4,11.2,0.00,0.00,31
2011-09-25,2,20.9,13.5,16.8,20.1,10.5,15.1,0.00,0.00,16
2011-09-26,1,23.7,14.1,18.2,25.8,12.4,18.1,0.00,0.00,91
2011-09-27,1,20.5,13.8,17.0,18.2,9.9,13.6,0.00,0.00,86
2011-09-28,1,23.6,14.5,18.9,22.4,11.1,16.8,0.00,0.00,25
2011-09-29,63,20.1,14.2,17.9,20.5,13.7,17.7,18.10,18.10,171
2011-09-30,2,20.3,11.9,16.2,18.4,9.2,13.7,0.00,0.00,121
2011-10-01,1,18.9,12.7,15.8,18.8,10.4,14.3,0.00,0.00,88
2011-10-02,2,20.4,11.4,15.8,15.9,6.0,12.3,0.00,0.00,233
